id,label,type,Codigo,Provincia,Canton,Parroquia,Distrito,Area,Jefatura,Unidad_operativa,Tipo_atencion,Zona_administrativa,Poblacion_2009,Tipo_via,Direccion_unidad_operativa,Telefono,Tipologia,Nivel,Atencion,Dotacion_camas,Geolatlon,Lat,Lon,Easting,Northing,Cobertura,No_licencia,U_o_tambien_conocida_como,Licencia_cond,Poblacion_2010,Licencia,Distancia_mint_Jefatura,Distancia_km_jefatura,Direccion_alternativa/0,Referencia_unidad_operativa
907-011310252,907-011310252,Item,11310252,MANABI,PAJAN,CAMPOSANO,13D09,9,Por determinar,La Balsa,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.5527704,-80.3896697",-1.5527704,-80.3896697,567891,9828362,,,,,2286,,30,110,10 DE AGOSTO Y COMANDANTE MARTILLO,
908-011310253,908-011310253,Item,11310253,MANABI,PAJAN,CAMPOSANO,13D09,9,Por determinar,Procel,,4,Desconocido,3er. ORDEN,,,CSR,,,,"-1.6638083,-80.3847012",-1.6638083,-80.3847012,568440,9816088,,,,,1987,,35,120,CALLE PRINCIPAL DE PROCEL,
909-011310254,909-011310254,Item,11310254,MANABI,PAJAN,CASCOL,13D09,9,Por determinar,Cascol,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-1.6622835,-80.4599663",-1.6622835,-80.4599663,560068,9816259,,,,,8110,,30,40,CALLE PAJAN  Y CALLEJON S/N,
910-011310255,910-011310255,Item,11310255,MANABI,PAJAN,GUALE,13D09,9,Por determinar,Guale,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.6289288,-80.2400226",-1.6289288,-80.2400226,584535,9819938,,,,,3997,,50,150,10 DE AGOSTO Y COMANDANTE MARTILLO,
911-011310256,911-011310256,Item,11310256,MANABI,PAJAN,LASCANO,13D09,9,Por determinar,Lascano,,4,Desconocido,3er. ORDEN,,,CSR,,,,"-1.5313869,-80.2312038",-1.5313869,-80.2312038,585520,9830720,,,,,5679,,50,120,CALLE ANTONIO MORAN Y ELOY ALFARO,
912-011310257,912-011310257,Item,11310257,MANABI,PAJAN,CAMPOSANO,13D09,9,Por determinar,La Nueva Esperanza,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.5896334,-80.3522441",-1.5896334,-80.3522441,572053,9824286,,,NUEVA ESPERANZA,,,,,,CALLE PRINCIPAL CDLA. NUEVA ESPERANZA,
913-011310258,913-011310258,Item,11310258,MANABI,PAJAN,PAJAN,13D09,9,Por determinar,Pechical,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-1.5953729,-80.4594088",-1.5953729,-80.4594088,560132,9823655,,,PECHICHAL,,,,,,CALLE PRINCIPAL DE PECHICHAL,
914-011317050,914-011317050,Item,11317050,MANABI,PEDERNALES,PEDERNALES,13D10,12,Por determinar,Pedernales  24 Hd,,4,Desconocido,,,,CS,,,,"0.0683159,-80.0543761",0.0683159,-80.0543761,605229,10007552,,,,,30772,,,,LOPEZ CASTILLO Y 3 DE  NOVIEMBRE,
915-011317250,915-011317250,Item,11317250,MANABI,PEDERNALES,COJIMIES,13D10,12,Por determinar,Cojimies,,4,Desconocido,2do. ORDEN,,,CSR,,,,",-80.0376084",,-80.0376084,607093,10040390,,,,,9133,,30,60,PACIFICO CENTENO Y RUPERTO DELGADO,
916-011317251,916-011317251,Item,11317251,MANABI,PEDERNALES,COJIMIES,13D10,12,Por determinar,Cheve Arriba,,4,Desconocido,3er.ORDEN,,,CSR,,,,",-79.8904028",,-79.8904028,623478,10010337,,,,,4816,,15,25,CALLE ATAHUALPA,
917-011317252,917-011317252,Item,11317252,MANABI,PEDERNALES,DIEZ DE AGOSTO,13D10,12,Por determinar,Diez de Agosto,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.1437338,-80.0716351",-0.1437338,-80.0716351,603308,9984111,,,10 DE AGOSTO,,6218,,70,120,Avenida 10 de Agosto y Arnulfo Cevallos,
918-011317253,918-011317253,Item,11317253,MANABI,PEDERNALES,ATAHUALPA,13D10,12,Por determinar,Atahualpa,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.0291548,-79.9701565",-0.0291548,-79.9701565,614602,9996777,,,,,2995,,60,120,12 de Octubre y Angela Napa,
919-011320050,919-011320050,Item,11320050,MANABI,JAMA,JAMA,13D10,5,Por determinar,Jama,,4,Desconocido,1er. ORDEN,,,CS,,,,"-0.1954026,-80.1964539",-0.1954026,-80.1964539,589417,9978400,,,,,19789,,65,90,CALLE 20 DE MARZO Y PACIFICO CENTENO,
920-011320250,920-011320250,Item,11320250,MANABI,JAMA,JAMA,13D10,5,Por determinar,La Mocora,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.2709468,-80.1602903",-0.2709468,-80.1602903,593441,9970049,,,,,3487,,85,120,SITIO LA MOCORA,
921-011314050,921-011314050,Item,11314050,MANABI,SUCRE,BAHIA DE CARAQUEZ,13D11,5,Por determinar,Bahía,,4,Desconocido,,,,CS,,,,"-0.601573,-80.4267000",-0.601573,-80.4267,564129124,99337981554,,,,,19102,,,,CALLE CECILIO INTRIAGO 706 Y MARAÑON,
922-011314250,922-011314250,Item,11314250,MANABI,SUCRE,BAHIA DE CARAQUEZ,13D11,5,Por determinar,San Agustín (Km.20),,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.6936086,-80.3238037",-0.6936086,-80.3238037,575240,9923330,,,SAN AGUSTIN KM20,,8629,,20,30,KM 20 Y VIA A TOSAGUA,
923-011314252,923-011314252,Item,11314252,MANABI,SUCRE,CHARAPOTO,13D11,7,Por determinar,San Clemente,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.479366,-80.3307849",-0.479366,-80.3307849,574466,9947012,,,CHITA,,4661,,45,60,VIA SAN ISIDRO,
924-011314253,924-011314253,Item,11314253,MANABI,SUCRE,CHARAPOTO,13D11,7,Por determinar,San Jacinto,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.7815958,-80.5144789",-0.7815958,-80.5144789,554022,9913607,,,,,4867,,50,60,CALLE PRINCIPAL POR CEMENTERIO,
925-011314251,925-011314251,Item,11314251,MANABI,SUCRE,SAN ISIDRO,13D11,5,Por determinar,San Isidro,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.3808261,-80.1866461",-0.3808261,-80.1866461,590507,9957903,,,,,12899,,70,120,LUZ DE AMERICA Y LIBERTAD,
926-011314254,926-011314254,Item,11314254,MANABI,SUCRE,CHARAPOTO,13D11,7,Por determinar,Cañitas,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.8530424,-80.4666934",-0.8530424,-80.4666934,559338,9905709,,,LAS CAÑITAS,,2693,,50,90,CALLE VELASCO IBARRA,
927-011314255,927-011314255,Item,11314255,MANABI,SUCRE,CHARAPOTO,13D11,7,Por determinar,Charapoto,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.8375206,-80.4863238",-0.8375206,-80.4863238,557154,9907425,,,,,6460,,60,90,CALLE FRANCISCO PACHECO Y ANIBAL SAN ANDRES,
928-011322050,928-011322050,Item,11322050,MANABI,SAN VICENTE,SAN VICENTE,13D11,5,Por determinar,San Vicente,,4,Desconocido,1er. ORDEN Y  GABARRA,,,CS,,,,"-0.5880252,-80.4051738",-0.5880252,-80.4051738,566187,9935002,,,,,9329,,10,60,CALLE  LA PEGA Y 10 DE AGOSTO,
929-011322251,929-011322251,Item,11322251,MANABI,SAN VICENTE,SAN VICENTE,13D11,5,Por determinar,Comuna Salinas,,4,Desconocido,1er. ORDEN Y  GABARRA,,,CSU,,,,"-0.6450967,-80.2967425",-0.6450967,-80.2967425,578252,9928692,,,,,6363,,60,90,CALLE PRIMERO DE MAYO,
930-011322252,930-011322252,Item,11322252,MANABI,SAN VICENTE,CANOA,13D11,5,Por determinar,Canoa,,4,Desconocido,1er. ORDEN Y  GABARRA,,,CSR,,,,"-0.4615367,-80.4561667",-0.4615367,-80.4561667,560514,9948984,,,,,7002,,35,90,SAN ANDRES Y XAVIER SANTOS,
931-011312010,931-011312010,Item,11312010,MANABI,ROCAFUERTE,ROCAFUERTE,13D12,7,Por determinar,Rocafuerte,,4,Desconocido,,,,HB,,,15,"-0.9311415,-80.4484105",-0.9311415,-80.4484105,561371,9897076,,,NATHALIA HUERTA DE NIEMES,,17168,,,,AV. JAIME ROLDOS  VIA PORTOVIEJO,
932-011312250,932-011312250,Item,11312250,MANABI,ROCAFUERTE,ROCAFUERTE,13D12,7,Por determinar,Frutillo,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-0.8806843,-80.4926632",-0.8806843,-80.4926632,556448,9902654,,,,,2900,,15,20,CALLE PRINCIPAL,
933-011312251,933-011312251,Item,11312251,MANABI,ROCAFUERTE,ROCAFUERTE,13D12,7,Por determinar,Resbalón,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.9644682,-80.4370809",-0.9644682,-80.4370809,562631,9893392,,,,,6982,,8,10,CALLE DEL CEMENTERIO JUNTO A LA GUARDERIA,
934-011312252,934-011312252,Item,11312252,MANABI,ROCAFUERTE,ROCAFUERTE,13D12,7,Por determinar,San Eloy,,4,Desconocido,1er. ORDEN,,,CSU,,,,"-0.881068,-80.4551407",-0.881068,-80.4551407,560623,9902611,,,,,3442,,25,30,CALLE PRINCIPAL Y VIA A CHARAPOTO,
935-011312253,935-011312253,Item,11312253,MANABI,ROCAFUERTE,ROCAFUERTE,13D12,7,Por determinar,Valdéz,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-0.9517223,-80.4432934",-0.9517223,-80.4432934,561940,9894801,,,VALDEZ,,3245,,10,15,CALLE PRINCIPAL,
936-011312254,936-011312254,Item,11312254,MANABI,ROCAFUERTE,ROCAFUERTE,13D12,7,Por determinar,El Pueblito,,4,Desconocido,,,,CSR,,,,"-0.9119227,-80.4873563",-0.9119227,-80.4873563,557038,9899201,,,PUEBLITO,,,,,,CALLE PRINCIPAL DEL PUEBLITO,
937-011315050,937-011315050,Item,11315050,MANABI,TOSAGUA,TOSAGUA,13D12,6,Por determinar,Tosagua- Dr. Arnoldo Calderón,,4,Desconocido,1er. ORDEN,,,CS,,,,"-0.7835438,-80.2331935",-0.7835438,-80.2331935,585321,9913387,,,DR. ARNOLDO CALDERON,,23484,,30,40,CALLE JUNIN Y BOLIVAR,
938-011315250,938-011315250,Item,11315250,MANABI,TOSAGUA,TOSAGUA,13D12,6,Por determinar,San Miguel,,4,Desconocido,1er. ORDEN,,,CSU,,,,,,,,,,,,,1300,,30,40,,
939-011315251,939-011315251,Item,11315251,MANABI,TOSAGUA,TOSAGUA,13D12,6,Por determinar,Cerro Verde,,4,Desconocido,2do. ORDEN,,,CSU,,,,"-0.7558977,-80.3422985",-0.7558977,-80.3422985,573181,9916445,,,,,3692,,60,105,VIA DE ACCESO A LADO DE LA CAPILLA,
940-011315254,940-011315254,Item,11315254,MANABI,TOSAGUA,TOSAGUA,13D12,6,Por determinar,El Recreo,,4,Desconocido,2do. ORDEN,,,CSR,,,,"-0.7847267,-80.2210971",-0.7847267,-80.2210971,586667,9913256,,,EL RECREO - SAN MIGUEL,,,,,,SITIO EL RECREO,
941-011315252,941-011315252,Item,11315252,MANABI,TOSAGUA,BACHILLERO,13D12,6,Por determinar,Bachillero,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.7628331,-80.2145858",-0.7628331,-80.2145858,587392,9915676,,,,,4411,,40,60,"CALLE SANTIAGO VERA, VIA AL CEMENTERIO",
942-011315253,942-011315253,Item,11315253,MANABI,TOSAGUA,ANGEL PEDRO GILER (LA ESTANCILLA),13D12,6,Por determinar,La Estancilla,,4,Desconocido,1er. ORDEN,,,CSR,,,,"-0.8165421,-80.2161484",-0.8165421,-80.2161484,587217,9909739,,,,,6142,,25,30,LOS ANGELES ENTRE GRANDA CENTENO Y 10 DE AGOSTO,
943-012301010,943-012301010,Item,12301010,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,,,,Por determinar,Gustavo Domínguez,AGUDO,4,Desconocido,,,,HG,,,141,"-0.2475145,-79.1598515",-0.2475145,-79.1598515,704796,9972628,,,HOSPITAL DR. GUSTAVO DOMINGUEZ ZAMBRANO,,,,,,LAS DELICIAS SNª Y AV. QUITO,
944-012301500,944-012301500,Item,12301500,SANTO DOMINGO DE LOS TSACHILAS,,,,,Por determinar,Unidad Móvil,UNIDAD MOVIL,4,Desconocido,,,,UM,,,,,,,,,,,,,,,,,,
945-012301050,945-012301050,Item,12301050,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ZARACAY,23D01,17,Por determinar,Augusto Egas,,4,Desconocido,,,,CS,,,,"-0.2549311,-79.1712759",-0.2549311,-79.1712759,703524,9971808,,,,,99629,,,,AV. QUITO Y LATACUNGA,
946-012301250,946-012301250,Item,12301250,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,RIO VERDE,23D01,17,Augusto Egas,Asistencia Municipal,,4,11294,1er. ORDEN,,,CSU,,,,"-0.2658256,-79.1589597",-0.2658256,-79.1589597,704895,9970603,,,,,11451,,5,5,SECTOR 1 CALLE COTACOCHA Y AZUAY A LADO DELA ESCUELA CIUDAD COLORADO,
947-012301251,947-012301251,Item,12301251,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,RIO VERDE,23D01,17,Augusto Egas,Santa Martha,,4,19011,1er. ORDEN,,,CSU,,,,"-0.27952,-79.1836767",-0.27952,-79.1836767,702143,9969089,,,,,19275,,3,3,"COOP. SANTA MARTHA, AV. JUAN MONTALVO, SECTOR 5 FRENTE A UNA FABRICA DE BLOQUES",
948-012301252,948-012301252,Item,12301252,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,RIO VERDE,23D01,17,Augusto Egas,Rumiñahui,,4,17106,2do. ORDEN,,,CSU,,,,"-0.269653,-79.1744714",-0.269653,-79.1744714,703168,9970180,,,Ruminahui,,17343,,10,12,CALLE MARACAIBO Y BELLO HORIZONTE. FRENTE A LAS OFICINAS DE LA RUMÑAHUI,
949-012301253,949-012301253,Item,12301253,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ZARACAY,23D01,17,Augusto Egas,Cooperativa  30 de Julio,,4,1215,1er. ORDEN,,,CSU,,,,"-0.249505,-79.1678903",-0.249505,-79.1678903,703901,9972408,,,Coop. 30 de julio,,12318,,1,2,CALLE TSACHILA Y RIO BABA,
950-012301254,950-012301254,Item,12301254,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ZARACAY,23D01,17,Augusto Egas,El Paraíso,,4,9064,2do. ORDEN,,,CSU,,,,"-0.3180076,-79.0452401",-0.3180076,-79.0452401,717555,9964830,,,PARAISO,,9189,,30,40,"LAS PALMAS, VIA PRINCIPAL BELLA VISTA AL LADO DEL PAI FRENTE A LA IGLESIA CAT-LICA",
951-012301255,951-012301255,Item,12301255,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,LIBERTAD DEL TOACHI,23D01,17,Augusto Egas,Las Mercedes,,4,301,1er. ORDEN,,,CSR,,,,"-0.1839845,-79.0235967",-0.1839845,-79.0235967,719967,9979652,,,,,3051,,35,40,"RECINTO LAS MERCEDES, KM. 26 ENTRANDO LAS BRASILIAS DEL TOACHI",
952-012301256,952-012301256,Item,12301256,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,RIO TOACHI,23D01,17,Augusto Egas,Libertad del Toachi,,4,2705,1er. ORDEN,,,CSR,,,,"-0.2106601,-79.1126198",-0.2106601,-79.1126198,710055,9976703,,,,,2742,,30,30,CALLE SERGIO DAVILA Y COTOPAXI,
953-012301257,953-012301257,Item,12301257,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ALLURIQUIN,23D01,17,Augusto Egas,Alluriquín,,4,18477,1er. ORDEN,,,CSR,,,,"-0.3239932,-78.9984004",-0.3239932,-78.9984004,722770,9964167,,,,,18733,,30,30,"KM. 20 VIA A QUITO BARRIO SAN MIGUEL, CALLE 10 DE AGOSTO. POR EL PUENTE DEL RIO DAMAS",
954-012301259,954-012301259,Item,12301259,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,LUZ DE AMERICA,23D01,17,Augusto Egas,Luz de América,,4,10421,1er. ORDEN,,,CSR,,,,"-0.4050588,-79.3007428",-0.4050588,-79.3007428,689108,9955209,,,,,10565,,23,30,"KM. 23 DE LA VIA A QUEVEDO ENTRANDO POR LA CALLE ELOY ALFARO Y CALLLE SIN NOMBRE, CERCA DEL COLISEO 10 DE AGOSTO",
955-012301260,955-012301260,Item,12301260,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,SANTA MARIA DEL TOACHI,23D01,17,Augusto Egas,Santa María del Toachi,,4,,1er. ORDEN,,,CSR,,,,"-0.6383336,-79.2293270",-0.6383336,-79.229327,697051,9929411,,,,,,,20,30,RECINTO SANTA MARIA DEL TOACHI,
956-012301261,956-012301261,Item,12301261,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,SANTA MARIA DEL TOACHI,23D01,17,Augusto Egas,San Gabriel del Baba,,4,,1er. ORDEN,,,CSR,,,,"-0.3041564,-79.1536451",-0.3041564,-79.1536451,705486,9966364,,,,,,,30,30,RECINTO SAN GABRIEL DEL  BABA,
957-012301272,957-012301272,Item,12301272,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,EL ESFUERZO,23D01,22,Los Rosales,El Esfuerzo,,4,4053,1er. ORDEN,,,CSR,,,,"-0.4149377,-79.2760017",-0.4149377,-79.2760017,691862,9954116,,,,,4109,,25,30,MANUEL CARRION y 8 DE SEPTIEMBRE,
958-012301273,958-012301273,Item,12301273,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO(LITIG),(LITIGIO CON QUEVEDO),23D01,17,Por determinar,Paquisha,,4,Desconocido,1 Y 2DO. ORDEN,,,CSR,,,,"-0.27037,-79.1920047",-0.27037,-79.1920047,701216,9970101,,,,,,,,,X SECT 2  COOP. STA MARTHA MARGEN DERECHO COOP. LA PAQUISHA,
959-012301051,959-012301051,Item,12301051,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ABRAHAM CALAZACON,23D02,22,Los Rosales,Los Rosales *,,4,38301,,,,CS,,,,"-0.2427341,-79.1832778",-0.2427341,-79.1832778,702188,9973157,,,"AREA DE SALUD No. 22 ""LOS ROSALES""",,31997,,,,"AV. ABRAHAN CALAZACON Y CALLE D,  URB. LOS ROSALES STO.DGO.T.",
960-012301262,960-012301262,Item,12301262,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ABRAHAM CALAZACON,23D02,22,Los Rosales,La Modelo,,4,7339,1er. ORDEN,,,CSU,,,,"-0.2679026,-79.2006282",-0.2679026,-79.2006282,700256,9970374,,,,,7441,,2,5,"KM. 3 DE LA VIA A CHONE, COOP. MODELO, BARRIO LA FLOR, CALLE ERNESTO GUEVARA",
961-012301263,961-012301263,Item,12301263,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ABRAHAM CALAZACON,23D02,22,Los Rosales,Nueva Aurora,,4,13397,1er. ORDEN,,,CSU,,,,"-0.2914529,-79.2177361",-0.2914529,-79.2177361,698351,9967770,,,,,7139,,15,20,KM. 7 DE LA VIA A QUEVEDO EN LA CALLE 3 DE JULIO Y ABDON CALDERON DEL PUENTE PEATONAL A MANO DERECHA A 2 CUADRAS,
962-012301264,962-012301264,Item,12301264,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ABRAHAM CALAZACON,23D02,22,Los Rosales,Montoneros de Alfaro,,4,4957,1er. ORDEN,,,CSU,,,,"-0.2445097,-79.2069371",-0.2445097,-79.2069371,699554,9972961,,,,,5026,,4,10,COOP. MONTONEROS DE ALFARO UNA CUADRA ANTES DE LA ENTRADA A LA UTE,
963-012301265,963-012301265,Item,12301265,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,BOMBOLI,23D02,22,Los Rosales,Juan Eulogio Paz y Miño,,4,6987,1er. ORDEN,,,CSU,,,,"-0.2234022,-79.1947776",-0.2234022,-79.1947776,700908,9975295,,,,,7084,,8,15,COOP. JUAN EULOGIO,
964-012301266,964-012301266,Item,12301266,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,ABRAHAM CALAZACON,23D02,22,Los Rosales,Ciudad Nueva,,4,,1er. ORDEN,,,CSU,,,,"-0.2477819,-79.1975321",-0.2477819,-79.1975321,700601,9972599,,,,,13397,,8,15,"Km. 2 1/2 de la via a Chone, Coop. Ciudad Nueva, Sector 3 detr_s del PAI",
965-012301267,965-012301267,Item,12301267,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,SANTO  DOMINGO,23D02,22,Los Rosales,Las Delicias,,4,5099,1er. ORDEN,,,CSR,,,,"-0.262487,-79.4063008",-0.262487,-79.4063008,677360,9970976,,,,,5170,,15,20,"AV. EL CARMEN KM29, CALLE ELOY ALFARO E ISIDRO AYORA",
966-012301268,966-012301268,Item,12301268,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,SANTO  DOMINGO,23D02,22,Los Rosales,Nuevo Israel,,4,7845,1er. ORDEN,,,CSR,,,,"-0.2376004,-79.3459906",-0.2376004,-79.3459906,684074,9973727,,,,,7954,,20,30,"KM. 21 DE LA VIA A CHONE, COOP. KLEBER PAZMIÑO ENTRE LAS CALLES LOJA Y MANTA",
967-012301258,967-012301258,Item,12301258,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,PUERTO LIMON,23D02,17,Augusto Egas,San Vicente  del Nila,,4,2123,2do. ORDEN,,,CSR,,,,"-0.496664,-79.4322925",-0.496664,-79.4322925,674462,9945083,,,,,2153,,45,50,"KM. 37 DE LA VIA A QUEVEDO, ENTRANDO A  MANO DERECHA SE ENCUENTRA UN DESTACAMENTO: 12 KMS. HACIA ADENTRO",
968-012301269,968-012301269,Item,12301269,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,PUERTO LIMON,23D02,22,Los Rosales,Puerto Limón,,4,1019,ASFATADAO  + 2o. ORDEN,,,CSR,,,,"-0.3846618,-79.3707884",-0.3846618,-79.3707884,681311,9957466,,,PUERTO LIMON,,10332,,40,60,"KM. 7 DE LA VIA A QUEVEDO, MARGEN DERECHO, RECINTO PUERTO LIM-N",
969-012301270,969-012301270,Item,12301270,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,SAN JACINTO DEL BUA,23D02,22,Los Rosales,San Jacinto del Búa,,4,1213,1er. ORDEN,,,CSR,,,,"-0.1467434,-79.3911036",-0.1467434,-79.3911036,679053,9983774,,,,,12298,,35,45,"VIA CHONE KM 9,ENTRADA A SAN JACINTO DEL B+A.",
970-012301271,970-012301271,Item,12301271,SANTO DOMINGO DE LOS TSACHILAS,SANTO  DOMINGO,VALLE HERMOSO,23D02,22,Los Rosales,Valle Hermoso,,4,9685,1er. ORDEN,,,CSR,,,,"-0.0880989,-79.2797364",-0.0880989,-79.2797364,691451,9990258,,,,,9819,,15,15,PICHINCHA Y COTOPAXI,
971-010902050,971-010902050,Item,10902050,GUAYAS,ALFREDO BAQUERIZO MORENO,ALFREDO BAQUERIZO MORENO,09D11,13,"""Alfredo Baquerizo Moreno""",Alfredo Baquerizo Moreno (Jujan),,5,15815,,,,CS,,,,"-1.8920405,-79.5551111",-1.8920405,-79.5551111,660710,9790805,,,,,16042,,,,Coop. Jujan calle 233 y José Domingo Delgado,
972-010902250,972-010902250,Item,10902250,GUAYAS,ALFREDO BAQUERIZO MORENO,ALFREDO BAQUERIZO MORENO,09D11,13,"""Alfredo Baquerizo Moreno""",Tres Postes,,5,4626,1o. y 2o. ORDEN,,,CSU,,,,"-1.9872579,-79.6059999",-1.9872579,-79.6059999,655040,9780282,,,,,4693,,10,15,N/A,
973-010902251,973-010902251,Item,10902251,GUAYAS,ALFREDO BAQUERIZO MORENO,ALFREDO BAQUERIZO MORENO,09D11,13,"""Alfredo Baquerizo Moreno""",Libertad de Ñauza,,5,1868,1er. ORDEN,,,CSR,,,,"-2.0382402,-79.5040334",-2.0382402,-79.5040334,666378,9774635,,,MATA DE PLATANO,,1894,,10,15,RCTO. MATA DE PLATANO,
974-010922050,974-010922050,Item,10922050,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,09D11,13,"""Alfredo Baquerizo Moreno""",Simon Bolívar,,5,7527,1o. y 2o. ORDEN,,,CS,,,,,,,,,,,,,7636,,15,20,,
975-010922250,975-010922250,Item,10922250,GUAYAS,SIMON BOLIVAR,LORENZO DE GARAICOA,09D11,13,"""Alfredo Baquerizo Moreno""",Lorenzo de Garaicoa,,5,5263,1o. y 2o. ORDEN,,,CSR,,,,,,,,,,,,,5338,,30,40,,
976-010922251,976-010922251,Item,10922251,GUAYAS,SIMON BOLIVAR,LORENZO GARAICOA,09D11,13,"""Alfredo Baquerizo Moreno""",Ines María,,5,1541,1o. y 2o. ORDEN,,,CSR,,,,,,,,,,,,,1562,,40,60,,
977-010922252,977-010922252,Item,10922252,GUAYAS,SIMON BOLIVAR,LORENZO GARAICOA,09D11,13,"""Alfredo Baquerizo Moreno""",Soledad,,5,1427,1o. y 2o. ORDEN,,,CSR,,,,,,,,,,,,,1447,,35,60,,
978-010922253,978-010922253,Item,10922253,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,09D11,13,"""Alfredo Baquerizo Moreno""",Santo  Domingo,,5,1472,1o. y 2o. ORDEN,,,CSR,,,,,,,,,,,,,1493,,20,25,,
979-010910258,979-010910258,Item,10910258,GUAYAS,SIMON BOLIVAR,SIMON BOLIVAR,09D11,13,Por determinar,Mata de Plátano,,5,Desconocido,1o. y 2o. ORDEN,,,CSR,,,,,,,,,,,,,3969,,20,25,,
980-010922254,980-010922254,Item,10922254,GUAYAS,SIMON BOLIVAR,LORENZO GARAICOA,09D11,13,"""Alfredo Baquerizo Moreno""",Río Chico,,5,1618,1o. y 2o. ORDEN,,,CSR,,,,,,,,,,,,,1641,,35,60,,
981-010911010,981-010911010,Item,10911010,GUAYAS,NARANJAL,NARANJAL,09D12,22,Naranjal,Naranjal,,5,34152,,,,HB,,,15,"-2.6775259,-79.6163376",-2.6775259,-79.6163376,653815,9703964,,,Hospital Naranjal,,31081,,,,10 de Agosto via Agua Potable,
982-010911250,982-010911250,Item,10911250,GUAYAS,NARANJAL,JESUS MARIA,09D12,22,Naranjal,Jesús Maria,,5,5733,2do. ORDEN,,,CSR,,,,"-2.5669506,-79.5456217",-2.5669506,-79.5456217,661692,9716181,,,,,5811,,20,60,CALLE PRINCIPAL,
983-010911251,983-010911251,Item,10911251,GUAYAS,NARANJAL,SAN CARLOS,09D12,22,Naranjal,San Carlos,,5,6115,1o. y 2o. ORDEN,,,CSR,,,,"-2.5217935,-79.4754060",-2.5217935,-79.475406,669506,9721165,,,,,6197,,20,60,CALLE PRINCIPAL,
984-010911252,984-010911252,Item,10911252,GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,09D12,22,Naranjal,Santa Rosa de Flandes,,5,2842,1o. y 2o. ORDEN,,,CSR,,,,"-2.6374390,-79.6474823",-2.637439,-79.6474823,650357,9708400,,,,,2880,,15,30,CALLE PRINCIPAL,
985-010911253,985-010911253,Item,10911253,GUAYAS,NARANJAL,TAURA,09D12,22,Naranjal,Taura,,5,9987,1o. y 2o. ORDEN,,,CSR,,,,"-2.3103996,-79.7306087",-2.3103996,-79.7306087,641149,9744567,,,,,10122,,100,120,CALLE PRINCIPAL,
