No.,Puesto Institucional,Grado jerárquico o escala al que pertenece el puesto,Remuneración mensual unificada,Remuneración unificada (anual),Décimo Tercera Remuneración,Décima Cuarta Remuneración,Horas suplementarias y extraordinarias,Encargos y subrogaciones,Total ingresos adicionales
3362,TÉCNICO ELÉCTRICO PLANTA DE GENERACIÓN  ,3,"2,031.08","24,372.96","1,235.84",225.19,612.3,0,"2,073.33"
3363,AYUDANTE DE MANTENIMIENTO  ,1,620,"7,440.00",362.32,225.19,7.75,0,595.26
3364,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3365,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",642.16,225.19,600.87,0,"1,468.22"
3366,TÉCNICO AGROPECUARIO  ,4,"1,410.00","16,920.00",822.5,225.19,0,0,"1,047.69"
3367,AYUDANTE DE CONSTRUCCIONES  ,1,"1,087.00","13,044.00",641.98,225.19,95.01,0,962.18
3368,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3369,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3370,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3371,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",822.75,225.19,535,0,"1,582.94"
3372,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3373,AUXILIAR DE SERVICIOS  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
3374,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3375,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",675.6,225.19,498.23,0,"1,399.02"
3376,TÉCNICO ELÉCTRICO ( E ) ,3,620,"7,440.00",368.72,225.19,84.57,566.17,"1,244.65"
3377,AUXILIAR DE SERVICIOS  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
3378,ANALISTA DE PUERTOS  ,3,"1,015.00","12,180.00",592.06,225.19,0,0,817.25
3379,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3380,OPERADOR DE PLANTA  ,3,"1,015.00","12,180.00",642.25,225.19,601.98,0,"1,469.42"
3381,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",384.33,225.19,271.9,0,881.42
3382,BIÓLOGO FORESTAL DE SEGURIDAD Y AMBIENTE  ,4,"1,499.00","17,988.00",874.44,225.19,0,0,"1,099.63"
3383,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",364.36,225.19,32.21,0,621.76
3384,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3385,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3386,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3387,ASISTENTE ADMINISTRATIVO CAMPO ( E ) ,2,900.57,"10,806.84",610.7,225.19,"1,024.41",0,"1,860.30"
3388,TÉCNICO DE LABORATORIO ( E ) ,3,620,"7,440.00",392.95,225.19,375.24,"2,765.00","3,758.38"
3389,INGENIERO CIVIL  ,5,"3,100.00","37,200.00","1,813.96",225.19,67.81,0,"2,106.96"
3390,SUPERVISOR DE INSTRUMENTACIÓN ( E ) ,5,"1,742.00","20,904.00","1,030.97",225.19,177.41,"3,311.00","4,744.57"
3391,SUPERINTENDENTE DE OPERACIONES  ,6,"4,967.00","59,604.00","2,897.44",225.19,0,0,"3,122.63"
3392,TÉCNICO ELÉCTRICO  ,3,"1,354.00","16,248.00",798.49,225.19,104.09,0,"1,127.77"
3393,AUXILIAR DE SERVICIOS  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
3394,ESPECIALISTA DE APLICACIONES TÉCNICAS  ,4,"2,957.20","35,486.40","1,752.36",225.19,328.05,0,"2,305.60"
3395,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3396,ESPECIALISTA PMO  ,4,"2,550.00","30,600.00","1,494.80",225.19,87.67,0,"1,807.66"
3397,ASISTENTE OPERADOR CALL CENTER  ,2,580,"6,960.00",338.31,225.19,0,0,563.5
3398,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3399,TÉCNICO MECÁNICO  ,3,"1,204.00","14,448.00",702.31,225.19,0,0,927.5
3400,INGENIERO DE LEVANTAMIENTO ARTIFICIAL ( E ) ,5,620,"7,440.00",361.69,225.19,0,"11,165.00","11,751.88"
3401,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3402,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3403,TÉCNICO INSTRUMENTISTA PLANTA DE GENERACIÓN  ,3,"1,715.00","20,580.00","1,000.44",225.19,0,0,"1,225.63"
3404,ESPECIALISTA DE SEGURIDAD Y AMBIENTE  ,4,"2,343.00","28,116.00","1,372.55",225.19,69.56,0,"1,667.30"
3405,TÉCNICO ELÉCTRICO (LÍNEAS) ( E ) ,3,620,"7,440.00",363.61,225.19,23.25,"2,765.00","3,377.05"
3406,AYUDANTE DE PRODUCCIÓN  ,1,627.45,"7,529.40",366.03,225.19,0,0,591.22
3407,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3408,INGENIERO DE CONSTRUCCIÓN  ,5,"3,200.00","38,400.00","1,866.69",225.19,0,0,"2,091.88"
3409,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",634.06,225.19,0,0,859.25
3410,OPERADOR DE GENERACIÓN  ,3,"1,015.00","12,180.00",685.83,225.19,"1,124.95",0,"2,035.97"
3411,ANALISTA DE ORIENTACION LABORAL  ,3,916,"10,992.00",534.31,225.19,0,0,759.5
3412,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3413,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3414,AYUDANTE DE PRODUCCIÓN  ,1,620,"7,440.00",366.76,225.19,60.97,0,652.92
3415,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3416,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3417,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",466.39,225.19,24.88,0,716.46
3418,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",634.06,225.19,0,0,859.25
3419,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3420,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3421,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3422,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3423,AYUDANTE DE MANTENIMIENTO  ,1,715.45,"8,585.40",417.34,225.19,0,0,642.53
3424,OPERADOR DE AUTOBOMBA  ,2,"1,204.00","14,448.00",702.31,225.19,0,0,927.5
3425,INGENIERO CIVIL  ,5,"3,100.00","37,200.00","1,808.31",225.19,0,0,"2,033.50"
3426,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3427,AYUDANTE DE CONSTRUCCIONES  ,1,"1,087.00","13,044.00",634.06,225.19,0,0,859.25
3428,AYUDANTE DE CONSTRUCCIONES  ,1,"1,087.00","13,044.00",634.06,225.19,0,0,859.25
3429,AYUDANTE DE ALMACÉN (CL)  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
3430,INGENIERO DE SOPORTE DE CONSTRUCCIONES  ,4,"2,500.00","30,000.00","1,508.69",225.19,604.52,0,"2,338.40"
3431,OPERADOR DE ISLA ( E ) ,3,620,"7,440.00",409.41,225.19,572.86,"2,765.00","3,972.46"
3432,TÉCNICO ELÉCTRICO  ,3,"1,015.00","12,180.00",597.45,225.19,64.5,0,887.14
3433,OPERADOR DE PLANTA DE GENERACIÓN ( E ) ,3,620,"7,440.00",363.88,225.19,26.36,"2,765.00","3,380.43"
3434,AYUDANTE DE MANTENIMIENTO  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3435,TÉCNICO DE OPERACIONES ( E ) ,4,795,"9,540.00",509.02,225.19,543.25,"3,074.13","4,351.59"
3436,OPERADOR DE PLANTA  ,3,"1,015.00","12,180.00",643.44,225.19,616.23,0,"1,484.86"
3437,OPERADOR DE VACUUM  ,2,906.3,"10,875.60",540.98,225.19,147.29,0,913.46
3438,CAPATAZ DE SEGURIDAD Y AMBIENTE ( E ) ,2,796,"9,552.00",467.69,225.19,40.46,0,733.34
3439,OPERADOR DE EQUIPO PESADO  ,3,"1,196.00","14,352.00",697.69,225.19,0,0,922.88
3440,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",634.06,225.19,0,0,859.25
3441,AYUDANTE DE MANTENIMIENTO  ,1,620,"7,440.00",365.87,225.19,50.31,0,641.37
3442,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",852.04,225.19,886.57,0,"1,963.80"
3443,OPERADOR DE PLANTA DE GENERACIÓN PATIO ( E ) ,3,620,"7,440.00",394.07,225.19,388.96,"2,765.00","3,773.22"
3444,AUXILIAR DE SOPORTE ADMINISTRATIVO  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3445,MÉDICO OCUPACIONAL  ,4,"2,229.00","26,748.00","1,419.44",225.19,"1,430.27",0,"3,074.90"
3446,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3447,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3448,ANALISTA DE CONTROL DE COSTOS  ,3,"1,310.00","15,720.00",764.19,225.19,0,0,989.38
3449,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3450,ANALISTA DE CONTROL DE COSTOS ( E ) ,3,"1,463.00","17,556.00","1,032.25",225.19,"2,145.74",0,"3,403.18"
3451,TÉCNICO MECÁNICO  ,3,"1,150.00","13,800.00",672.91,225.19,25.16,0,923.26
3452,AYUDANTE DE PRODUCCIÓN  ,1,715.45,"8,585.40",448.76,225.19,377.13,0,"1,051.08"
3453,OPERADOR DE PLANTA  ,3,"1,300.00","15,600.00",799.28,225.19,491.58,0,"1,516.05"
3454,RELACIONADOR COMUNITARIO  ,4,"2,200.00","26,400.00","1,283.31",225.19,0,45,"1,553.50"
3455,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",839.31,225.19,733.71,0,"1,798.21"
3456,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3457,ESPECIALISTA DE CONTRATOS ( E ) ,4,"1,044.00","12,528.00",609,225.19,0,"3,597.60","4,431.79"
3458,BODEGUERO DE COMBUSTIBLE  ,2,916,"10,992.00",534.31,225.19,0,0,759.5
3459,ANALISTA DE CONTROL DE ACTIVOS  ,3,"1,354.00","16,248.00",789.81,225.19,0,0,"1,015.00"
3460,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3461,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3462,TÉCNICO ELÉCTRICO DE AIRE ACONDICIONADO  ,3,"1,015.00","12,180.00",593.66,225.19,19.03,0,837.88
3463,TÉCNICO ELÉCTRICO ( E ) ,3,620,"7,440.00",371.03,225.19,112.26,"2,765.00","3,473.48"
3464,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3465,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3466,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3467,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3468,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3469,AYUDANTE DE PRODUCCIÓN  ,1,715.45,"8,585.40",453.55,225.19,434.52,0,"1,113.26"
3470,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3471,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3472,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3473,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3474,AYUDANTE DE MANTENIMIENTO  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3475,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3476,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3477,SUPERVISOR DE TECNOLOGÍAS AMBIENTALES  ,5,"2,953.00","35,436.00","1,722.56",225.19,0,0,"1,947.75"
3478,MÉDICO OCUPACIONAL  ,4,"2,900.00","34,800.00","1,691.69",225.19,0,0,"1,916.88"
3479,AYUDANTE DE REACONDICIONAMIENTO  ,1,"1,087.00","13,044.00",674.83,225.19,489.18,0,"1,389.20"
3480,TÉCNICO INSTRUMENTISTA PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",593.78,225.19,20.62,0,839.59
3481,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",641.52,225.19,593.13,0,"1,459.84"
3482,JEFE DE INNOVACIONES TECNOLÓGICAS  ,6,"4,967.00","59,604.00","2,897.44",225.19,0,0,"3,122.63"
3483,OPERADOR DE ISLA ( E ) ,3,"1,087.00","13,044.00",660.02,225.19,311.4,0,"1,196.61"
3484,JEFE DE CAMPO ( E ) ,7,"5,493.00","65,916.00","3,204.25",225.19,0,"4,249.00","7,678.44"
3485,ESPECIALISTA DE GESTIÓN Y CONTROL  ,4,"1,999.00","23,988.00","1,166.06",225.19,0,0,"1,391.25"
3486,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3487,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3488,ANALISTA DE RECURSOS HUMANOS  ,3,"1,215.00","14,580.00",773.72,225.19,779.63,231.33,"2,009.87"
3489,ESPECIALISTA DE CONTRATOS  ,4,"1,999.00","23,988.00","1,166.06",225.19,0,0,"1,391.25"
3490,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",684.95,225.19,610.33,0,"1,520.47"
3491,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3492,OPERADOR DE PLANTA DE GENERACIÓN ( E ) ,3,620,"7,440.00",383.86,225.19,266.42,"2,765.00","3,640.47"
3493,AYUDANTE DE ALMACÉN (CL)  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3494,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3495,AYUDANTE DE ALMACÉN  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3496,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3497,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3498,OPERADOR DE VACUUM ( E ) ,2,627.45,"7,529.40",409.75,225.19,524.86,416.85,"1,576.65"
3499,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3500,AYUDANTE DE ALMACÉN  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3501,AYUDANTE DE PRODUCCIÓN  ,1,627.45,"7,529.40",366.03,225.19,0,0,591.22
3502,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3503,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3504,BODEGUERO ( E ) ,2,465,"5,580.00",271.25,225.19,0,"1,554.00","2,050.44"
3505,AYUDANTE DE PRODUCCIÓN  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3506,AYUDANTE DE CONSTRUCCIONES  ,1,796,"9,552.00",465.76,225.19,17.41,0,708.36
3507,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3508,INGENIERO DE AUTOMATIZACIÓN  ,5,"2,215.00","26,580.00","1,292.06",225.19,0,0,"1,517.25"
3509,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3510,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3511,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3512,ANALISTA DE CONTROL DE COSTOS ( E ) ,3,885,"10,620.00",516.25,225.19,0,910,"1,651.44"
3513,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3514,TÉCNICO MECÁNICO  ,3,"1,400.00","16,800.00",823.23,225.19,78.6,0,"1,127.02"
3515,SUPERVISOR DE PERFORACIÓN  ,5,"3,360.00","40,320.00","2,789.54",225.19,"11,202.52",0,"14,217.25"
3516,JEFE DE CAMPO  ,7,"6,100.00","73,200.00","3,558.31",225.19,0,0,"3,783.50"
3517,TÉCNICO MECÁNICO PLANTA DE GENERACIÓN  ,3,"1,500.00","18,000.00",893.45,225.19,221.56,0,"1,340.20"
3518,RELACIONADOR COMUNITARIO  ,4,"2,200.00","26,400.00","1,283.31",225.19,0,0,"1,508.50"
3519,TÉCNICO AGROPECUARIO  ,4,"1,920.00","23,040.00","1,120.00",225.19,0,0,"1,345.19"
3520,INGENIERO MECÁNICO  ,5,"2,215.00","26,580.00","1,310.52",225.19,221.5,0,"1,757.21"
3521,AYUDANTE DE MANTENIMIENTO AMBIENTAL  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3522,SUPERVISOR DE PRODUCCIÓN  ,5,"2,736.00","32,832.00","1,786.00",225.19,"2,280.00",0,"4,291.19"
3523,OPERADOR DE PLANTA  ,3,"1,334.00","16,008.00",845.66,225.19,810.13,0,"1,880.98"
3524,SUPERVISOR DE SEGURIDAD Y AMBIENTE  ,5,"2,470.00","29,640.00","1,440.81",225.19,0,0,"1,666.00"
3525,INGENIERO DE OPERACIONES ( E ) ,5,"2,953.00","35,436.00","1,878.37",225.19,"1,869.62",0,"3,973.18"
3526,OPERADOR LÍDER DE PLANTA  ( S ),4,"2,231.00","26,772.00","1,323.13",225.19,260.28,"2,359.00","4,167.60"
3527,ANALISTA DE TI  ,3,"1,015.00","12,180.00",592.06,225.19,0,0,817.25
3528,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3529,SUPERVISOR DE TRÁFICO  ,5,"2,215.00","26,580.00","1,385.92",225.19,"1,125.99",0,"2,737.10"
3530,OPERADOR DE ISLA  ,3,"1,015.00","12,180.00",658.59,225.19,798.23,0,"1,682.01"
3531,ASISTENTE DE PROGRAMAS  ,2,687,"8,244.00",400.75,225.19,0,0,625.94
3532,BODEGUERO  ,2,916,"10,992.00",534.31,225.19,0,0,759.5
3533,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3534,OPERADOR DE PLANTA DE GENERACIÓN ( E ) ,3,885,"10,620.00",543.07,225.19,321.72,910,"1,999.98"
3535,OPERADOR DE ISLA  ,3,"1,334.00","16,008.00",820.22,225.19,504.44,0,"1,549.85"
3536,SUPERINTENDENTE DE MOVIMIENTO DE PASIVOS ( E ) ,6,"2,850.00","34,200.00","1,662.50",225.19,0,"2,947.00","4,834.69"
3537,ANALISTA DE ORIENTACION LABORAL  ,3,850,"10,200.00",495.81,225.19,0,0,721
3538,OPERADOR DE ISLA  ,3,"1,334.00","16,008.00",842.56,225.19,772.63,0,"1,840.38"
3539,SUPERVISOR DE PRODUCCIÓN ( E ) ,5,"1,334.00","16,008.00",844.53,225.19,796.24,"5,902.70","7,768.66"
3540,ESPECIALISTA DE APLICACIONES DE NEGOCIOS  ,4,"2,294.00","27,528.00","1,358.50",225.19,243.78,0,"1,827.47"
3541,OPERADOR DE EQUIPO PESADO  ,3,"1,196.00","14,352.00",697.69,225.19,0,0,922.88
3542,ESPECIALISTA DE CONTABILIDAD  ,4,"2,000.00","24,000.00","1,444.11",225.19,"3,329.12",0,"4,998.42"
3543,ESPECIALISTA DE SEGURIDAD Y AMBIENTE  ( S ),4,881,"10,572.00",513.94,225.19,0,"7,833.00","8,572.13"
3544,ANALISTA DE TI  ,3,"1,479.00","17,748.00",862.75,225.19,0,0,"1,087.94"
3545,INGENIERO DE CONTROL DE CALIDAD  ,5,"3,400.00","40,800.00","1,983.31",225.19,0,0,"2,208.50"
3546,TÉCNICO INSTRUMENTISTA PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",629.25,225.19,446.19,0,"1,300.63"
3547,SUPERVISOR DE SEGURIDAD Y AMBIENTE / TALADROS  ,4,"2,270.00","27,240.00","1,324.19",225.19,0,0,"1,549.38"
3548,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3549,SUPERVISOR MECÁNICO ( E ) ,5,"1,015.00","12,180.00",602.72,225.19,127.84,"8,400.00","9,355.75"
3550,TÉCNICO ELÉCTRICO ( E ) ,3,620,"7,440.00",376.33,225.19,175.98,"2,765.00","3,542.50"
3551,TÉCNICO ELÉCTRICO  ,3,"1,015.00","12,180.00",606.53,225.19,173.29,0,"1,005.01"
3552,SUPERVISOR DE SEGURIDAD Y AMBIENTE  ,5,"2,953.00","35,436.00","1,722.56",225.19,0,0,"1,947.75"
3553,ESPECIALISTA DE SEGURIDAD Y AMBIENTE  ,4,"2,000.00","24,000.00","1,192.36",225.19,308.12,0,"1,725.67"
3554,SUPERVISOR DE REACONDICIONAMIENTO  ,5,"3,699.49","44,393.88","2,872.25",225.19,"8,570.50",0,"11,667.94"
3555,ANALISTA DE CONTROL DE COSTOS  ,3,"1,818.00","21,816.00","1,060.50",225.19,0,0,"1,285.69"
3556,ANALISTA DE CONTRATOS  ,3,"1,310.00","15,720.00",705.96,208.03,0,0,913.99
3557,AYUDANTE AUTOMOTRIZ  ,1,465,"5,580.00",271.25,225.19,0,0,496.44
3558,OPERADOR DE PLANTA DE GENERACIÓN  ,3,"1,015.00","12,180.00",643.77,225.19,620.16,0,"1,489.12"
3559,AYUDANTE DE SEGURIDAD Y AMBIENTE  ,1,796,"9,552.00",464.31,225.19,0,0,689.5
3560,OPERADOR DE EQUIPO PESADO OVERHAUL ( E ) ,3,620,"7,440.00",361.68,225.19,0,"2,765.00","3,351.87"
3561,GEÓLOGO  ,5,"3,363.00","40,356.00","2,110.34",225.19,"1,783.12",0,"4,118.65"
3562,ANALISTA DE IMPORTACIONES  ( S ),3,796,"9,552.00",464.31,225.19,0,"3,906.00","4,595.50"
3563,CONDUCTOR  ,1,794.85,"9,538.20",603.09,225.19,"1,673.05",0,"2,501.33"
3564,OPERADOR DE PLANTA DE GENERACIÓN ( E ) ,3,620,"7,440.00",377.01,225.19,183.91,"2,765.00","3,551.11"
3565,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3566,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3567,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3568,JEFE ZONAL DE RECURSOS HUMANOS ( E ) ,6,"2,750.00","33,000.00","1,604.19",225.19,0,"3,647.00","5,476.38"
3569,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3570,OPERADOR DE PLANTA DE GENERACIÓN ( E ) ,3,620,"7,440.00",394.22,225.19,390.73,"2,765.00","3,775.14"
3571,ASISTENTE CALL CENTER  ,2,687,"8,244.00",400.75,225.19,0,0,625.94
3572,TÉCNICO INSTRUMENTISTA ( E ) ,3,885,"10,620.00",516.25,225.19,0,910,"1,651.44"
3573,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3574,TÉCNICO INSTRUMENTISTA  ,3,"1,354.00","16,248.00",795.1,225.19,63.32,0,"1,083.61"
3575,JEFE DE LEVANTAMIENTO ARTIFICIAL  ( S ),6,"5,250.00","63,000.00","3,062.50",225.19,0,"6,650.00","9,937.69"
3576,TÉCNICO INSTRUMENTISTA  ,3,"1,015.00","12,180.00",600.96,225.19,106.57,0,932.72
3577,TÉCNICO INSTRUMENTISTA  ,3,"2,203.40","26,440.80","1,293.93",225.19,103.28,0,"1,622.40"
3578,OPERADOR DE PLANTA  ,3,"1,015.00","12,180.00",632.8,225.19,488.46,0,"1,346.45"
3579,INGENIERO DE AUTOMATIZACIÓN ( E ) ,5,"1,800.00","21,600.00","1,118.66",225.19,824.07,"2,905.00","5,072.92"
3580,SUPERVISOR ELÉCTRICO  ,5,"3,207.20","38,486.40","1,870.89",225.19,0,0,"2,096.08"
3581,GERENTE DE ACTIVO  ,7,"6,200.00","74,400.00","3,616.69",225.19,0,0,"3,841.88"
3582,TECNICO DE OPERACIONES DE VUELO TOV (LAGO)  ,3,"1,354.00","16,248.00","1,013.84",225.19,"2,688.28",0,"3,927.31"
3583,AYUDANTE DE ALMACÉN  ,1,620,"7,440.00",427.99,225.19,795.66,0,"1,448.84"
3584,SUPERVISOR ELÉCTRICO ( E ) ,5,"2,134.00","25,608.00","1,415.94",225.19,"2,053.33",567,"4,261.46"
3585,AYUDANTE DE ALMACÉN  ,1,465,"5,580.00",320.98,225.19,596.76,0,"1,142.93"
3586,ANALISTA DE PUERTOS  ,3,"1,354.00","16,248.00",789.81,225.19,0,0,"1,015.00"
3587,TÉCNICO MECÁNICO  ,3,"2,028.87","24,346.44","1,202.36",225.19,226.35,0,"1,653.90"
3588,AYUDANTE DE PRODUCCIÓN  ,1,627.45,"7,529.40",366.03,225.19,0,0,591.22
3589,TÉCNICO ELÉCTRICO (LÍNEAS)  ,3,"1,864.80","22,377.60","1,090.55",225.19,33.02,0,"1,348.76"
3590,OPERADOR DE EQUIPO PESADO  ,3,"1,196.00","14,352.00",697.69,225.19,0,0,922.88
3591,SUPERVISOR DE REACONDICIONAMIENTO ( E ) ,5,"1,815.00","21,780.00","1,201.18",225.19,"1,709.16",920,"4,055.53"
3592,BODEGUERO  ,2,916,"10,992.00",534.31,225.19,0,0,759.5
3593,AYUDANTE DE ALMACÉN  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3594,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3595,GERENTE DE RELACIONES CORPORATIVAS ( E ) ,7,"2,953.00","35,436.00","1,722.56",225.19,0,"19,649.00","21,596.75"
3596,INGENIERO DE OPERACIONES  ,5,"3,363.00","40,356.00","1,961.75",225.19,0,"1,607.63","3,794.57"
3597,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3598,AYUDANTE DE PRODUCCIÓN  ,1,885,"10,620.00",557.69,225.19,496.86,0,"1,279.74"
3599,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",637.17,225.19,37.25,0,899.61
3600,AYUDANTE PAV  ,1,620,"7,440.00",361.69,225.19,0,0,586.88
3601,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3602,OPERADOR DE EQUIPO PESADO  ,3,"1,150.00","13,800.00",670.81,225.19,0,0,896
3603,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",369.82,225.19,97.79,0,692.8
3604,AYUDANTE DE CONSTRUCCIONES  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3605,AYUDANTE PAV  ,1,620,"7,440.00",361.68,225.19,0,0,586.87
3606,AYUDANTE DE PRODUCCIÓN  ,1,"1,087.00","13,044.00",682.87,225.19,585.43,0,"1,493.49"
